timestamp,F,P,H,heat_demand,heat_satisfaction,PHR,eta_e,eta_h,profit,revenue_elec,revenue_heat,fuel_cost,boiler_fuel,SMP
138,141.45907919615527,21.06301476830601,95.0,95.0,1.0,0.22171594492953697,0.14889828838132635,0.6715723058557984,-11020823.548597619,2410.030149789574,4275000.0,15298233.578747408,0.0,114.42
139,142.94812213506216,21.284730713235547,96.0,96.0,1.0,0.22171594492953695,0.14889828838132635,0.6715723058557984,-11136832.217530224,2435.3988882084113,4320000.0,15459267.616418432,0.0,114.42
140,147.41525095178287,21.94987854802416,99.0,99.0,1.0,0.22171594492953697,0.14889828838132635,0.6715723058557984,-11484858.224328045,2511.5051034649246,4455000.0,15942369.72943151,0.0,114.42
141,150.39333682959665,21.85197102124455,101.0,101.0,1.0,0.21635614872519363,0.14529879768545834,0.6715723058557984,-11716989.946979761,2447.8577937998148,4544999.999999999,16264437.80477356,0.0,112.02
142,148.90429389068976,21.222463915101226,100.0,100.0,1.0,0.21222463915101225,0.14252419027406008,0.6715723058557984,-11601065.688253008,2338.078849526702,4500000.0,16103403.767102534,0.0,110.17
143,129.54673568490009,18.005013040856497,87.0,87.0,1.0,0.206954172883408,0.13898469108978986,0.6715723058557984,-10093020.156923272,1941.1204559347389,3915000.0,14009961.277379205,0.0,107.81
144,93.80970515113455,12.893197401779771,63.0,63.0,1.0,0.2046539270123773,0.1374399096661465,0.6715723058557984,-7308767.637656035,1376.735618562044,2835000.0,10145144.373274596,0.0,106.78
145,86.36449045660007,11.710607824543777,58.0,58.0,1.0,0.20190703145765132,0.13559517068451413,0.6715723058557984,-6728738.13026359,1236.0546558805956,2610000.0,9339974.18491947,0.0,105.55
146,95.29874809004144,12.94063064013141,64.0,64.0,1.0,0.20219735375205328,0.135790143097207,0.6715723058557984,-7424810.845099573,1367.5658460490874,2880000.0,10306178.410945622,0.0,105.68
147,96.78779102894835,12.81331218973727,65.0,65.0,1.0,0.19712787984211183,0.1323856248140318,0.6715723058557984,-7540887.4240031075,1325.024613540731,2925000.0,10467212.448616648,0.0,103.41
148,92.32066221222765,12.221928550210933,62.0,62.0,1.0,0.19712787984211183,0.13238562481403182,0.6715723058557984,-7192846.4659721935,1263.8696313773125,2789999.9999999995,9984110.33560357,0.0,103.41
149,95.29874809004144,12.616184309895157,64.0,64.0,1.0,0.19712787984211183,0.13238562481403182,0.6715723058557984,-7424873.771326136,1304.6396194862582,2880000.0,10306178.410945622,0.0,103.41
150,98.27683396785524,13.059080220133797,66.0,66.0,1.0,0.19786485182020905,0.13288055478471367,0.6715723058557984,-7656891.737305636,1354.74898203668,2970000.0,10628246.486287672,0.0,103.74
151,99.76587690676214,13.741738638636864,67.0,67.0,1.0,0.2051005766960726,0.1377398672241355,0.6715723058557984,-7772810.432759138,1470.0911995613717,3015000.0,10789280.5239587,0.0,106.98
152,111.67822041801732,16.04749296880679,75.0,75.0,1.0,0.21396657291742385,0.14369402475021717,0.6715723058557984,-8700772.355982011,1780.4693448891132,3375000.0,12077552.8253269,0.0,110.95
153,116.14534923473802,16.825263521339167,78.0,78.0,1.0,0.21570850668383548,0.1448638592263743,0.6715723058557984,-9048775.05164674,1879.8866932392252,3510000.0,12560654.938339978,0.0,111.73
154,123.5905639292725,17.90380605475834,83.0,83.0,1.0,0.21570850668383543,0.14486385922637426,0.6715723058557984,-9628824.734444605,2000.3922504981495,3735000.0,13365825.126695104,0.0,111.73
155,134.0138645016208,19.41376560154519,90.0,90.0,1.0,0.21570850668383545,0.14486385922637426,0.6715723058557984,-10440894.29036162,2169.1000306606443,4050000.0,14493063.390392281,0.0,111.73
156,138.4809933183415,20.0608911215967,93.00000000000001,93.0,1.0,0.21570850668383545,0.1448638592263743,0.6715723058557984,-10788924.100040343,2241.4033650159995,4185000.0000000005,14976165.503405359,0.0,111.73
157,142.94812213506216,19.84830533047153,96.0,96.0,1.0,0.2067531805257451,0.1388497101886948,0.6715723058557984,-11137129.556968234,2138.0594501983933,4320000.0,15459267.616418432,0.0,107.72
158,142.94812213506216,20.708016641648204,96.0,96.0,1.0,0.21570850668383545,0.1448638592263743,0.6715723058557984,-11136953.909719061,2313.706699371354,4320000.0,15459267.616418432,0.0,111.73
159,144.43716507396908,21.339645333789086,97.00000000000001,97.0,1.0,0.21999634364731013,0.1477434517830687,0.6715723058557984,-11252876.403397273,2425.2506921851295,4365000.000000001,15620301.65408946,0.0,113.65
160,138.4809933183415,20.555198326542264,93.00000000000001,93.0,1.0,0.22102363791980925,0.1484333541664434,0.6715723058557984,-10788819.949724317,2345.553681041738,4185000.0000000005,14976165.503405359,0.0,114.11
161,147.41525095178287,22.013995110118614,99.0,99.0,1.0,0.2223635869708951,0.1493332268404104,0.6715723058557984,-11484844.504052429,2525.2253790817063,4455000.0,15942369.72943151,0.0,114.71
162,145.92620801287597,21.791631523147718,98.0,98.0,1.0,0.2223635869708951,0.14933322684041037,0.6715723058557984,-11368835.973708466,2499.7180520202746,4410000.0,15781335.691760486,0.0,114.71
163,136.99195037943457,20.457450001322346,92.0,92.0,1.0,0.22236358697089512,0.1493332268404104,0.6715723058557984,-10672784.79164468,2346.6740896516862,4139999.9999999995,14815131.465734331,0.0,114.71
164,142.94812213506216,21.34690434920593,96.0,96.0,1.0,0.2223635869708951,0.1493332268404104,0.6715723058557984,-11136818.913020536,2448.703397897412,4320000.0,15459267.616418432,0.0,114.71
165,145.92620801287597,21.323274664824847,98.0,98.0,1.0,0.21758443535535557,0.14612368096992806,0.6715723058557984,-11368935.330731466,2400.361029019333,4410000.0,15781335.691760486,0.0,112.57
166,144.43716507396908,20.561961237023052,97.00000000000001,97.0,1.0,0.21197898182497987,0.14235921361716614,0.6715723058557984,-11253038.604635712,2263.049453746757,4365000.000000001,15620301.65408946,0.0,110.06
167,142.94812213506216,19.88046410769759,96.0,96.0,1.0,0.20708816778851658,0.13907467835718657,0.6715723058557984,-11137123.110755134,2144.505663297339,4320000.0,15459267.616418432,0.0,107.87
